<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<ATR>
20241114;000000;14.16;14.372;13.85;14.11;167158700;0.522
20241115;000000;14.061;14.623;13.97;14.562;148796000;0.653
20241118;000000;14.292;14.494;14.089;14.301;120581600;0.405
20241119;000000;14.288;14.343;13.695;13.794;195146800;0.648
20241120;000000;13.916;13.92;13.026;13.306;327121500;0.894
20241121;000000;13.2;13.55;12.7;13.45;314993900;0.85
20241122;000000;13.451;13.487;12.689;13.158;240508900;0.798
20241125;000000;13.03;13.07;12.39;12.506;265682200;0.68
20241126;000000;12.43;12.599;12.027;12.125;277516800;0.572
20241127;000000;12.06;12.37;11.734;12.342;358785700;0.636
20241128;000000;12.365;12.491;11.846;12.238;303887300;0.645
20241129;000000;12.148;12.677;12.1;12.597;168456100;0.577
20241202;000000;12.641;12.934;12.431;12.522;126695100;0.503
20241203;000000;12.49;12.536;12.01;12.16;88202700;0.526
