<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<ATR>
20240826;000000;215.23;217.38;208.12;214.65;8644720;9.26
20240827;000000;214.97;215.45;209.03;210;5224130;6.42
20240828;000000;210.37;210.4;206.77;209.7;4500580;3.63
20240829;000000;210;210.12;205.97;207.68;3172690;4.15
20240830;000000;208.07;209.08;200.55;202;4842870;8.53
20240902;000000;200.62;201.46;191.06;192.1;11563200;10.4
20240903;000000;192.31;196;189.2;193.25;8639980;6.8
20240904;000000;193.1;201.18;192.2;200.38;4829950;8.98
20240905;000000;201.61;202.69;196;197.37;4824020;6.69
20240906;000000;197.3;199.13;193;198.89;4772080;6.13
20240909;000000;199.66;210;199.59;209.4;6714850;10.41
20240910;000000;209.7;210.45;203.17;206.25;5217550;7.28
20240911;000000;206.27;207.11;203.2;204.88;4999740;3.91
20240912;000000;204.8;205;200.55;204.56;5044990;4.45
20240913;000000;205.06;209.33;202.3;208.7;9232630;7.03
20240916;000000;209.63;216.41;209.37;215.18;9092200;7.04
20240917;000000;216.34;216.77;213.3;215.55;4212090;3.47
20240918;000000;215.82;215.83;207.78;210.07;7002920;8.05
20240919;000000;210.24;212.88;208.34;211.5;5083280;4.54
20240920;000000;211.74;214.99;211.61;214.14;4305080;3.38
20240923;000000;214.61;219.42;214;218.34;5701130;5.42
20240924;000000;219.14;219.33;213.66;216.41;4817070;5.67
20240925;000000;216.93;221.14;214.6;216.64;7896510;6.54
20240926;000000;216.29;216.98;212.5;213.21;5465790;4.48
20240927;000000;213.68;220;210.55;218.46;6947860;9.45
20240930;000000;219.48;222.64;217.21;217.26;4744480;5.43
20241001;000000;217.64;219.76;214;215.15;3723620;5.76
20241002;000000;215.58;217.6;211.76;212.62;3429480;5.84
20241003;000000;212.63;213.76;208.01;211.39;6089810;5.75
20241004;000000;211.38;215.78;210.5;212.12;4885540;5.28
20241007;000000;212.26;213.72;208.3;210.43;3522750;5.42
20241008;000000;210.33;214.49;209.41;212.26;6514470;5.08
20241009;000000;212.26;213.09;210.51;212.34;2394010;2.58
20241010;000000;212.37;212.96;209.99;211.27;1789630;2.97
20241011;000000;210.82;211.24;205.2;206.18;6562320;6.04
20241014;000000;206;210.5;202.58;209.05;8299250;7.92
20241015;000000;209.05;211.3;207.58;210.01;3760060;3.72
20241016;000000;209.97;212;208.11;209.92;2593190;3.89
20241017;000000;210;210.09;206.17;206.41;2172280;3.92
20241018;000000;206.67;208.4;203.01;205.3;3558130;5.39
20241021;000000;205.3;205.92;204.36;204.71;1704830;1.56
20241022;000000;204.76;206.1;202.52;203.47;2898630;3.58
20241023;000000;203.07;203.37;200;200.34;3664790;3.37
20241024;000000;200.84;202;197.4;201.95;6131290;4.6
20241025;000000;201.99;205.74;198.38;200.11;12034040;7.36
20241028;000000;199.1;200.83;190.95;194.9;8145540;9.88
20241029;000000;194.9;196.14;190.95;194.88;5565190;5.19
20241030;000000;195.47;197.39;191.17;191.8;4305580;6.22
20241031;000000;192.44;193.61;185.8;187.66;6197910;7.81
20241101;000000;187.74;189;184.12;187.18;6922900;4.88
20241102;000000;187.42;190.38;186.05;189.32;3648420;4.33
20241105;000000;190.12;191.88;188.08;191.24;3758360;3.8
20241106;000000;197.02;200;193.54;196.21;9087270;6.46
20241107;000000;195.73;203.8;193.7;203.25;4850510;10.1
20241108;000000;204.51;210.85;202.15;210.5;7692330;8.7
20241111;000000;212.67;218.4;211.57;216.82;8022480;6.83
20241112;000000;217.2;217.34;210.45;210.89;5357740;6.89
20241113;000000;210;215.4;206.55;206.75;6809470;8.85
20241114;000000;206.61;209.77;205;207;5351980;4.77
20241115;000000;206.8;210.22;203.57;209.18;6334810;6.65
20241118;000000;203.49;208;202.5;205.35;6656460;5.5
20241119;000000;205;206;198;199.08;6795170;8
20241120;000000;199.58;202.46;194;197.45;13527020;8.46
20241121;000000;197.51;199;192.5;198.48;9019650;6.5
20241122;000000;199;200.78;196.58;199.01;7865780;4.2
20241125;000000;200.8;201;189.8;190.28;9906090;11.2
20241126;000000;190.24;194.5;185.2;188.39;9610830;9.3
20241127;000000;189.44;189.49;182;187.45;14295720;7.49
20241128;000000;188.86;189.03;181.2;183.88;12888370;7.83
20241129;000000;183.73;187.3;181.56;184.88;8289400;5.74
20241202;000000;185.9;192.55;185;191.76;9271120;7.55
20241203;000000;191.68;192.36;186.71;188.18;4417680;5.65
